Client ID,Client Age,Client Gender Identity-Labels,Client Marital Status,Client Disability,Client Self-Identifies As,Client Is Student,Highest Education Level,Income,rel_Common-Law Partner,rel_boyfriend_girlfriend,rel_child,rel_friend,rel_grandchild,rel_grandparent,rel_other,rel_other_relative,rel_parent,rel_roommate,rel_sibling,rel_spouse,rel_undisclosed,rel_ward,minor,agecat_10 to 17,agecat_Adult,agecat_Under 10,household_total,ethnic_Asian,ethnic_Black,ethnic_Hispanic,ethnic_MidEast_NoAfrican,ethnic_White,ethnic_other,No_Visits,reason_Benefits Issue,reason_Debt,reason_Family Breakup,reason_Immigration,reason_Medical,reason_Natural Disaster,reason_Ongoing Need,reason_Relocation,reason_Undisclosed,reason_Unemployed,reason_Unhoused,reason_Wages Issue,employment_clean
6933446,49,Female,married,no,none,No,associate_degree,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,4,0,0,1,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,full_time
6933713,62,Female,separated,no,none,No,bachelors_degree,1377,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,full_time
6934737,45,Female,single,no,Didn't Ask,No,ged,1377,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,5,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,did_not_ask
6935620,33,Female,married,no,none,No,grade_12,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,0,0,0,1,0,0,8,0,0,0,0,0,0,6,0,0,0,0,2,full_time
6935667,36,Female,married,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,none
6935692,70,Female,divorced,no,none,No,ged,1377,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,full_time
7063328,52,Male,married,no,none,No,grade_12,1377,0,0,3,0,0,0,0,2,1,0,0,1,0,0,1,1,6,0,8,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,none
7064341,50,Female,married,no,none,No,grade_0_8,1377,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0,none
4407233,79,Female,married,no,none,No,associate_degree,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,13,0,0,0,0,1,0,10,0,2,0,0,3,retired
6935993,45,Female,married,no,Didn't Ask,No,grade_0_8,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,did_not_ask
6937597,45,Female,married,no,Didn't Ask,No,grade_0_8,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,full_time
6937680,34,Female,single,no,Didn't Ask,No,grade_0_8,1377,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,2,0,3,6,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
6101006,48,Female,,did_not_ask,did_not_ask,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,5,0,0,0,0,0,1,5,0,0,0,0,0,0,5,0,0,0,0,0,
6937787,37,Female,single,no,Didn't Ask,No,grade_12,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,0,0,1,0,0,0,1,,,,,,,,,,,,,full_time
6299884,47,Female,married,no,none,No,grade_12,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,4,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,none
6696552,62,Male,,did_not_ask,did_not_ask,No,,1377,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
4155235,18,Female,single,no,Unhoused,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,none
6939889,39,Male,single,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,0,0,0,0,6,0,0,3,0,0,none
4643390,45,Didn't Ask,married,no,Didn't Ask,No,ged,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
6939963,59,Female,married,yes,did_not_ask,No,associate_degree,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
6940941,39,Female,single,no,none,No,ged,1377,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,full_time
4827650,42,Didn't Ask,married,no,Didn't Ask,No,grade_12,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,4,0,0,1,0,0,0,7,0,0,0,0,0,0,5,0,0,1,0,1,did_not_ask
6951561,28,Female,married,no,none,No,grade_12,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,full_time
6952793,37,Male,divorced,no,none,No,grade_12,1377,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,none
6952892,62,Female,divorced,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,none
6953187,46,Female,married,no,none,No,grade_12,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,5,0,0,0,1,0,0,6,0,0,0,0,0,0,3,1,0,2,0,0,none
6953321,36,Female,married,no,none,No,grade_12,1377,0,0,1,0,0,0,0,5,0,0,0,1,0,0,3,1,4,2,8,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,full_time
6953362,57,Male,married,no,none,No,bachelors_degree,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,none
6953616,69,Female,widowed,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
4159379,37,Female,married,did_not_ask,did_not_ask,No,grade_9_11,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,2,1,1,5,0,0,1,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,6,other
5082234,32,Female,single,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,0,4,0,1,5,0,1,did_not_ask
6955165,33,Male,married,no,none,No,bachelors_degree,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,0,0,0,1,0,0,8,0,0,0,0,0,0,7,0,0,0,0,1,none
6955211,24,Female,single,no,none,No,bachelors_degree,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
6955231,49,Female,married,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,1,0,0,0,0,6,0,0,0,0,0,none
4591644,43,Female,single,no,none,No,post_secondary_some,1377,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,full_time
6955254,40,Male,married,no,none,No,grade_12,1377,0,0,5,0,0,0,0,0,0,0,0,1,0,0,3,2,3,1,7,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,retired
4166185,30,Female,married,no,none,No,grade_12,1377,0,0,3,0,0,0,0,1,0,0,0,1,0,0,4,0,1,4,6,0,0,1,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,5,full_time
6101337,23,Female,married,no,none,No,grade_12,1377,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,none
6956005,100,Female,married,no,none,No,bachelors_degree,1377,0,0,2,0,0,0,0,3,0,0,0,1,0,0,2,0,4,2,7,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
6649135,63,Female,did_not_ask,did_not_ask,did_not_ask,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,none
6955931,24,Female,married,no,none,No,grade_0_8,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,full_time
7845647,41,Female,married,no,Didn't Ask,No,associate_degree,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,1,1,2,5,0,0,1,0,0,0,7,0,0,0,0,0,1,5,0,0,1,0,0,
6957592,66,Male,married,did_not_ask,did_not_ask,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
5446151,36,Male,married,no,none,No,grade_12,1377,0,0,4,0,0,0,0,3,1,0,0,0,0,0,2,0,6,2,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,part_time
5358040,32,Female,single,no,none,No,grade_12,1377,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
6958524,44,Female,married,no,none,No,grade_12,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,full_time
6958844,34,Female,married,no,none,No,grade_9_11,1377,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,full_time
6687557,26,Female,married,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,1,disability
4793166,25,Didn't Ask,married,no,none,No,ged,1377,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
6803657,43,Female,married,no,none,No,,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
5446518,49,Female,,did_not_ask,did_not_ask,No,,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,
6970303,75,Female,married,did_not_ask,did_not_ask,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,1,did_not_ask
6970553,39,Female,did_not_ask,did_not_ask,did_not_ask,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
4156649,58,Male,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,12,0,0,0,0,0,0,11,0,0,0,0,1,
6971532,37,Male,single,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
6971789,67,Female,did_not_ask,did_not_ask,did_not_ask,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,0,9,1,0,1,0,1,retired
4160040,36,Female,married,no,none,No,grade_0_8,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,2,1,1,5,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,full_time
6974090,53,Male,married,no,none,No,grade_12,1377,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,1,4,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
6974344,73,Male,widowed,no,none,No,grade_12,1377,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,1,2,2,6,0,0,0,1,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,retired
6974422,24,Female,married,no,none,No,grade_12,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
6983185,40,Female,single,no,none,No,post_secondary_some,1377,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,none
6843155,13,Female,,no,none,No,,1377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,2,6,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,
6983662,45,Female,married,no,none,No,grade_12,1377,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,full_time
6983891,37,Male,single,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
6984237,42,Female,married,no,none,No,bachelors_degree,1377,0,0,3,0,0,0,0,1,0,0,0,1,0,0,3,0,2,3,6,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,full_time
6346655,36,Didn't Ask,did_not_ask,did_not_ask,did_not_ask,No,grade_12,1377,0,0,5,0,0,0,0,0,0,0,0,1,0,0,5,2,1,3,7,0,0,0,0,0,1,8,0,0,0,0,0,0,5,0,0,1,0,2,did_not_ask
6991081,36,Female,married,no,none,No,grade_12,1377,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,1,1,3,6,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,none
4683289,52,None of These,married,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,0,0,0,0,0,0,7,0,0,4,0,0,none
6991405,44,Female,married,no,none,No,grade_0_8,1377,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,1,1,3,6,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,none
4643011,36,Female,married,no,none,No,grade_12,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,3,1,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
4535421,47,Female,did_not_ask,did_not_ask,did_not_ask,No,grade_12,1377,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,6,0,7,0,0,1,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,part_time
5180844,39,Female,married,did_not_ask,did_not_ask,No,grade_12,1377,0,0,4,0,0,0,0,2,0,0,0,1,0,0,4,2,3,2,8,0,0,0,1,0,0,4,0,0,0,0,1,0,2,0,1,2,0,0,other
6991947,22,Female,single,no,none,No,grade_12,1377,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,full_time
6994078,73,Male,married,no,none,No,grade_12,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,full_time
6997246,35,Male,married,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
4214230,42,Female,single,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,retired
6449684,35,Male,married,did_not_ask,did_not_ask,No,did_not_ask,1377,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,3,1,5,0,0,0,0,0,1,12,0,0,0,0,0,0,9,0,0,1,0,2,did_not_ask
4153396,28,Female,single,no,other,No,grade_12,1377,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,disability
5083426,50,Female,married,no,none,No,grade_12,1377,0,0,4,0,0,0,0,2,0,0,0,1,0,0,3,3,4,0,8,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,other
6999193,41,Male,married,no,none,No,grade_0_8,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,3,1,0,5,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,none
7000172,31,Male,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,did_not_ask
7000177,31,Female,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,did_not_ask
7000208,41,Female,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
7000214,31,Female,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,did_not_ask
7000237,41,Female,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
7000248,41,Male,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
7000259,41,Male,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
6691717,48,Female,married,no,none,No,,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
6902020,34,Male,,no,none,No,,1377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
7004260,68,Male,married,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,14,0,0,0,0,0,0,13,0,0,1,0,0,none
4165671,26,Didn't Ask,married,no,none,No,grade_12,1377,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3,0,0,1,0,0,0,6,0,0,0,1,0,0,4,0,0,1,0,0,none
7004614,37,Male,married,no,none,No,bachelors_degree,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,4,0,0,1,0,0,0,6,0,0,0,1,0,0,4,0,1,0,0,0,none
7015599,32,Female,married,no,none,No,bachelors_degree,1377,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,0,0,0,1,1,0,11,0,0,0,0,1,0,6,0,0,0,0,4,full_time
7015932,69,Female,widowed,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,none
4162256,48,Female,married,no,none,No,trade_cert_professional,1377,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,none
7019195,53,Female,married,no,none,No,associate_degree,1377,0,0,2,0,0,0,0,2,0,0,0,1,0,0,2,0,3,2,6,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,part_time
7019237,31,Female,married,no,none,No,grade_12,1377,0,0,5,0,0,0,0,0,0,0,0,1,0,0,5,2,1,3,7,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,part_time
7019294,23,Female,single,no,none,No,grade_12,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,1,1,2,5,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,full_time
6843472,33,Male,married,no,none,No,,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,1,5,0,0,1,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,
6990758,35,Female,,no,none,No,,1377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
7023860,41,Didn't Ask,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,did_not_ask
7023876,41,Male,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
7023892,41,Female,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
7023904,31,Female,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
7023911,31,Female,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
7023923,31,Female,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
7023951,31,Female,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
7023954,41,Female,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
7023975,41,Female,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,3,did_not_ask
7025026,31,Female,single,no,Didn't Ask,No,grade_12,1377,0,0,2,0,0,0,0,0,1,0,3,0,0,0,4,2,2,2,7,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,full_time
4882483,32,Female,married,no,none,No,grade_12,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,1,1,2,5,0,0,0,1,0,0,12,0,0,0,0,0,0,8,0,0,0,0,4,full_time
7028915,36,Female,married,no,none,No,grade_12,1377,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,2,1,2,6,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,none
7029014,37,Female,single,no,none,No,grade_12,1377,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
7029296,33,Female,married,no,none,No,bachelors_degree,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,full_time
7029818,57,Female,single,no,none,No,associate_degree,1377,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
4149537,62,Female,did_not_ask,did_not_ask,did_not_ask,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
6951259,33,Female,married,no,none,No,grade_0_8,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,1,1,2,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
7042553,45,Male,married,no,none,No,grade_0_8,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
7043164,46,Female,divorced,no,none,No,bachelors_degree,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
7043713,56,Female,single,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,0,9,0,1,0,0,4,none
7043955,66,Female,married,no,none,No,bachelors_degree,1377,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,5,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,none
7044544,37,Female,single,no,Didn't Ask,No,grade_12,1377,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,part_time
7049225,40,Female,divorced,no,none,No,grade_12,1377,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,5,0,0,1,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,1,none
7049233,60,Male,single,yes,did_not_ask,No,grade_12,1377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,disability
7050203,30,Female,married,no,none,No,grade_0_8,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,full_time
